dataset,subject_id,n_trials,n_responded,n_missed,miss_rate,encoding_accuracy,rt_mean,rt_median,rt_std,rt_cv,Objects_n,Objects_rt_mean,Objects_rt_std,Objects_miss,Scenes_n,Scenes_rt_mean,Scenes_rt_std,Scenes_miss
task_only,00046,280,280,0,0.0,0.9591836734693876,1.8407264725020338,1.8254494499997236,1.0920875040080609,0.5932915728232154,280,1.8407264725020338,1.0920875040080609,0,0,,,0
task_only,00047,280,280,0,0.0,0.94,1.475776766787125,1.396629299997585,0.7193529367761795,0.48744020976984476,280,1.475776766787125,0.7193529367761795,0,0,,,0
task_only,00048,280,280,0,0.0,0.9310344827586208,1.5524825378583045,1.5098658000351861,0.6699685144090445,0.43154657013616776,280,1.5524825378583045,0.6699685144090445,0,0,,,0
task_only,00049,280,280,2,0.007142857142857143,0.9583333333333334,0.9475070500002861,0.41104425000958145,0.8787692608170753,0.9274540604387165,280,0.9475070500002861,0.8787692608170753,2,0,,,0
task_only,00050,280,280,0,0.0,0.9302325581395348,1.7581228371428632,1.7762066500001765,0.5230999437079442,0.29753321705213576,280,1.7581228371428632,0.5230999437079442,0,0,,,0
task_only,00051,280,280,1,0.0035714285714285713,0.9583333333333334,1.6239269698924539,1.639152899999317,0.9254968564309638,0.5699128554360149,280,1.6239269698924539,0.9254968564309638,1,0,,,0
task_only,00052,280,280,1,0.0035714285714285713,0.925,1.09609963225807,0.429131500000949,1.1391708667808722,1.039294999519406,280,1.09609963225807,1.1391708667808722,1,0,,,0
task_only,00053,280,280,0,0.0,0.9555555555555556,1.7126007014293074,1.7880943500204012,0.8115868452316395,0.47389145908576524,280,1.7126007014293074,0.8115868452316395,0,0,,,0
task_only,00054,280,280,4,0.014285714285714285,0.8367346938775511,1.575301258696962,1.35107259999495,1.6126938669724846,1.0237367983229142,280,1.575301258696962,1.6126938669724846,4,0,,,0
task_only,00055,280,280,1,0.0035714285714285713,0.9361702127659576,1.5389816480293188,1.488957300025504,0.7775684237015237,0.5052486653737605,280,1.5389816480293188,0.7775684237015237,1,0,,,0
task_only,00056,280,280,0,0.0,0.9807692307692308,1.5482282892842445,1.5421796000155155,0.4220931598011144,0.2726297941476387,280,1.5482282892842445,0.4220931598011144,0,0,,,0
task_only,00057,280,280,0,0.0,0.92,1.5064594807144853,1.4998745500051882,0.4989621103753459,0.33121508859879695,280,1.5064594807144853,0.4989621103753459,0,0,,,0
task_only,00058,280,280,0,0.0,0.9782608695652174,1.642975252499621,1.5854602999970666,0.6699285571113174,0.40775328544485906,280,1.642975252499621,0.6699285571113174,0,0,,,0
task_only,00059,280,280,0,0.0,0.9772727272727272,0.5078107621412657,0.2924611000053119,0.5957244129727564,1.1731228587216005,280,0.5078107621412657,0.5957244129727564,0,0,,,0
task_only,00060,280,280,0,0.0,0.9166666666666666,1.447181527142571,1.3787484999920707,0.6559165437180113,0.45323722796068616,280,1.447181527142571,0.6559165437180113,0,0,,,0
task_only,00061,280,280,4,0.014285714285714285,1.0,1.5790376394900216,1.632684549986152,0.7400370076995828,0.46866331060898014,280,1.5790376394900216,0.7400370076995828,4,0,,,0
task_only,00062,280,280,0,0.0,0.8297872340425532,1.5100447953571088,1.4609029999992345,0.6827662731441965,0.45214968141572903,280,1.5100447953571088,0.6827662731441965,0,0,,,0
task_only,00063,280,280,0,0.0,0.9111111111111112,1.4453246242858637,1.4002697999985685,0.46286940272652033,0.3202529002473922,280,1.4453246242858637,0.46286940272652033,0,0,,,0
task_only,00064,280,280,0,0.0,0.8541666666666666,1.7705681353564224,1.9396776000212412,0.8034750543853055,0.4537950493633857,280,1.7705681353564224,0.8034750543853055,0,0,,,0
task_only,00065,280,280,1,0.0035714285714285713,0.875,1.5450057605732948,1.441211099998327,0.6246943959337764,0.4043314347915281,280,1.5450057605732948,0.6246943959337764,1,0,,,0
task_only,00066,280,280,0,0.0,0.9487179487179488,1.2657979196428772,1.1581827499999235,0.5388616236262052,0.4257090450727202,280,1.2657979196428772,0.5388616236262052,0,0,,,0
task_only,00067,280,280,0,0.0,0.975609756097561,1.4903796528570639,1.4971759499985637,1.0017250930503512,0.6721274617041638,280,1.4903796528570639,1.0017250930503512,0,0,,,0
task_only,00068,280,280,0,0.0,0.9761904761904762,1.9406660282143484,1.8883316999999809,0.49096639829848154,0.25298860863258943,280,1.9406660282143484,0.49096639829848154,0,0,,,0
task_only,00069,280,280,0,0.0,0.951219512195122,1.6745815135714566,1.6596726499992656,0.8483448059646748,0.5066010815773136,280,1.6745815135714566,0.8483448059646748,0,0,,,0
task_only,00070,280,280,0,0.0,,1.4859579114291201,1.356723350007087,0.5164591460319499,0.3475597404607815,280,1.4859579114291201,0.5164591460319499,0,0,,,0
task_only,00071,280,280,0,0.0,0.975609756097561,1.4903796528570639,1.4971759499985637,1.0017250930503512,0.6721274617041638,280,1.4903796528570639,1.0017250930503512,0,0,,,0
task_only,00072,280,280,2,0.007142857142857143,1.0,1.2881246345325392,1.2198919499933254,0.8913586882960025,0.6919817107755857,280,1.2881246345325392,0.8913586882960025,2,0,,,0
